# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.ms,1743854120881000000,1743854140750000000,71
workspaceModel.init.bridges.ms,1743854120881000000,1743854140750000000,2
workspaceModel.loading.total.ms,1743854120881000000,1743854140750000000,450
workspaceModel.check.recursive.update.ms,1743854120881000000,1743854140750000000,1
workspaceModel.replace.project.model.ms,1743854120881000000,1743854140750000000,0
workspaceModel.to.snapshot.ms,1743854120881000000,1743854140750000000,1
workspaceModel.updates.count,1743854120881000000,1743854140750000000,4
workspaceModel.collect.changes.ms,1743854120881000000,1743854140750000000,0
workspaceModel.initializing.ms,1743854120881000000,1743854140750000000,2
workspaceModel.updates.precise.ms,1743854120881000000,1743854140750000000,22
workspaceModel.loading.from.cache.ms,1743854120881000000,1743854140750000000,402
workspaceModel.update.unloaded.entities.ms,1743854120881000000,1743854140750000000,0
workspaceModel.pre.handlers.ms,1743854120881000000,1743854140750000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1743854120881000000,1743854140750000000,12598
FilePageCacheLockFree.nativeBytesInUse,1743854120881000000,1743854140750000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743854120881000000,1743854140750000000,41984000
FilePageCache.pageLoadsAboveSizeThreshold,1743854120881000000,1743854140750000000,0
StorageLockContext.competingThreads.max,1743854120881000000,1743854140750000000,2
FilePageCacheLockFree.totalPagesReclaimed,1743854120881000000,1743854140750000000,3
DirectByteBufferAllocator.reclaimed,1743854120881000000,1743854140750000000,48
FilePageCacheLockFree.heapBytesInUse,1743854120881000000,1743854140750000000,0
FilePageCache.maxCacheSizeInBytes,1743854120881000000,1743854140750000000,229654528
FilePageCacheLockFree.totalPagesHandedOver,1743854120881000000,1743854140750000000,0
FilePageCache.pageFastCacheHits,1743854120881000000,1743854140750000000,5914
FilePageCacheLockFree.totalClosedStoragesReclaimed,1743854120881000000,1743854140750000000,2
FilePageCache.maxRegisteredFiles,1743854120881000000,1743854140750000000,536
FilePageCacheLockFree.totalPagesWritten,1743854120881000000,1743854140750000000,6
FilePageCacheLockFree.totalNativeBytesAllocated,1743854120881000000,1743854140750000000,24576
StorageLockContext.competingThreads.90P,1743854120881000000,1743854140750000000,0
StorageLockContext.competingThreads.avg,1743854120881000000,1743854140750000000,0.05263157894736842
FilePageCacheLockFree.totalPagesReadMs,1743854120881000000,1743854140750000000,3
FilePageCache.disposedBuffers,1743854120881000000,1743854140750000000,224
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743854120881000000,1743854140750000000,41984000
FileChannelInterruptsRetryer.totalRetriedAttempts,1743854120881000000,1743854140750000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1743854120881000000,1743854140750000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1743854120881000000,1743854140750000000,24576
FilePageCacheLockFree.totalBytesWritten,1743854120881000000,1743854140750000000,7337
FilePageCacheLockFree.totalBytesRead,1743854120881000000,1743854140750000000,9746
DirectByteBufferAllocator.disposed,1743854120881000000,1743854140750000000,179
FilePageCacheLockFree.housekeeperTurnsDone,1743854120881000000,1743854140750000000,41
FilePageCacheLockFree.totalPagesRequested,1743854120881000000,1743854140750000000,73
FilePageCache.pageLoads,1743854120881000000,1743854140750000000,224
FilePageCache.totalPageLoadsUs,1743854120881000000,1743854140750000000,953842
FilePageCacheLockFree.totalPagesRequestsMs,1743854120881000000,1743854140750000000,8
FilePageCacheLockFree.totalPageAllocationsWaited,1743854120881000000,1743854140750000000,0
DirectByteBufferAllocator.misses,1743854120881000000,1743854140750000000,224
FilePageCache.capacityInBytes,1743854120881000000,1743854140750000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1743854120881000000,1743854140750000000,102
FilePageCacheLockFree.totalHeapBytesReclaimed,1743854120881000000,1743854140750000000,0
DirectByteBufferAllocator.hits,1743854120881000000,1743854140750000000,3
FilePageCacheLockFree.totalBytesRequested,1743854120881000000,1743854140750000000,598016
FilePageCacheLockFree.totalPagesAllocated,1743854120881000000,1743854140750000000,3
FilePageCache.uncachedFileAccess,1743854120881000000,1743854140750000000,129
FilePageCache.pageHits,1743854120881000000,1743854140750000000,0
FilePageCache.totalPageDisposalsUs,1743854120881000000,1743854140750000000,867
FilePageCacheLockFree.totalPagesWriteMs,1743854120881000000,1743854140750000000,0
Indexes.allKeys.lookupDurationAvgMs,1743854120881000000,1743854140750000000,0.25
Indexes.stubs.lookupDurationAvgMs,1743854120881000000,1743854140750000000,0.0
Indexes.stubs.lookupDurationMaxMs,1743854120881000000,1743854140750000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1743854120881000000,1743854140750000000,1.0
Indexes.allKeys.lookups,1743854120881000000,1743854140750000000,4.0
