# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1743854197097000000,1743854207735000000,7107749100
NonBlockingReadAction.failedExecutionTimeUs,1743854197097000000,1743854207735000000,1414203
NonBlockingReadAction.finalizedExecutionTimeUs,1743854197097000000,1743854207735000000,2207257
NonBlockingReadAction.failedExecutionsCount,1743854197097000000,1743854207735000000,7
NonBlockingReadAction.finalizedExecutionsCount,1743854197097000000,1743854207735000000,64
workspaceModel.mutableEntityStorage.entities.ms,1743854197097000000,1743854207735000000,1
jps.global.get.library.by.name.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743854197097000000,1743854207735000000,0
jps.facet.change.listener.process.change.events.ms,1743854197097000000,1743854207735000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743854197097000000,1743854207735000000,0
jps.module.iml.entities.serializer.save.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1743854197097000000,1743854207735000000,11
workspaceModel.mutableEntityStorage.collect.changes.ms,1743854197097000000,1743854207735000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743854197097000000,1743854207735000000,51
jps.artifact.entities.serializer.save.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1743854197097000000,1743854207735000000,0
workspaceModel.orphan.listener.update.ms,1743854197097000000,1743854207735000000,2
workspaceModel.global.apply.state.to.project.ms,1743854197097000000,1743854207735000000,34
jps.artifact.entities.serializer.load.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.load.cache.from.file.ms,1743854197097000000,1743854207735000000,527
workspaceModel.moduleManagerBridge.get.modules.ms,1743854197097000000,1743854207735000000,5
jps.global.get.libraries.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1743854197097000000,1743854207735000000,0
jps.app.storage.content.writer.save.component.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743854197097000000,1743854207735000000,3
jps.library.entities.serializer.load.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1743854197097000000,1743854207735000000,0
jps.global.handle.changed.events.ms,1743854197097000000,1743854207735000000,0
jps.app.storage.content.reader.load.component.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1743854197097000000,1743854207735000000,2
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleBridge.update.option.ms,1743854197097000000,1743854207735000000,0
jps.global.initialize.library.bridges.ms,1743854197097000000,1743854207735000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743854197097000000,1743854207735000000,0
jps.reload.project.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743854197097000000,1743854207735000000,0
jps.project.serializers.save.ms,1743854197097000000,1743854207735000000,3
workspaceModel.save.cache.to.file.ms,1743854197097000000,1743854207735000000,53
jps.global.handle.before.change.events.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1743854197097000000,1743854207735000000,14
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743854197097000000,1743854207735000000,666
workspaceModel.load.cache.metadata.from.file.ms,1743854197097000000,1743854207735000000,79
workspaceModel.sync.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743854197097000000,1743854207735000000,0
jps.library.entities.serializer.save.entities.ms,1743854197097000000,1743854207735000000,0
jps.load.initial.state.ms,1743854197097000000,1743854207735000000,6
workspaceModel.global.updates.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743854197097000000,1743854207735000000,0
jps.facet.change.listener.before.change.events.ms,1743854197097000000,1743854207735000000,0
jps.facet.change.listener.init.bridge.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743854197097000000,1743854207735000000,3
jps.global.get.library.ms,1743854197097000000,1743854207735000000,0
workspaceModel.global.updates.count,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1743854197097000000,1743854207735000000,16
jps.storage.jps.conf.reader.load.component.ms,1743854197097000000,1743854207735000000,8
jps.global.initialize.library.bridges.after.loading.ms,1743854197097000000,1743854207735000000,0
jps.module.iml.entities.serializer.load.entities.ms,1743854197097000000,1743854207735000000,25
jps.load.project.to.empty.storage.ms,1743854197097000000,1743854207735000000,72
jps.apply.loaded.storage.ms,1743854197097000000,1743854207735000000,0
jps.save.global.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.moduleBridge.before.changed.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743854197097000000,1743854207735000000,0
jps.project.serializers.load.ms,1743854197097000000,1743854207735000000,65
workspaceModel.moduleManagerBridge.newModule.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743854197097000000,1743854207735000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743854197097000000,1743854207735000000,1
jps.save.changed.project.entities.ms,1743854197097000000,1743854207735000000,3
Indexes.stubs.lookupDuration90PMs,1743854197097000000,1743854207735000000,0.0
Indexes.entries.lookups,1743854197097000000,1743854207735000000,2.0
Indexes.allKeys.lookupDurationMaxMs,1743854197097000000,1743854207735000000,2.0
Indexes.entries.lookupDurationAvgMs,1743854197097000000,1743854207735000000,43.0
Indexes.stubs.lookups,1743854197097000000,1743854207735000000,0.0
Indexes.allKeys.lookups,1743854197097000000,1743854207735000000,2.0
Indexes.stubs.lookupDurationMaxMs,1743854197097000000,1743854207735000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1743854197097000000,1743854207735000000,1.0
Indexes.stubs.lookupDurationAvgMs,1743854197097000000,1743854207735000000,0.0
Indexes.allKeys.lookupDuration90PMs,1743854197097000000,1743854207735000000,2.0
Indexes.entries.lookupDuration90PMs,1743854197097000000,1743854207735000000,56.0
Indexes.entries.lookupDurationMaxMs,1743854197097000000,1743854207735000000,56.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743854197097000000,1743854207735000000,41984000
DirectByteBufferAllocator.reclaimed,1743854197097000000,1743854207735000000,48
FilePageCacheLockFree.totalPagesHandedOver,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.totalPagesRequested,1743854197097000000,1743854207735000000,73
FilePageCache.uncachedFileAccess,1743854197097000000,1743854207735000000,125
FilePageCacheLockFree.totalBytesRead,1743854197097000000,1743854207735000000,10034
FilePageCache.maxCacheSizeInBytes,1743854197097000000,1743854207735000000,225460224
FilePageCache.capacityInBytes,1743854197097000000,1743854207735000000,503316478
FilePageCache.pageLoads,1743854197097000000,1743854207735000000,220
FilePageCacheLockFree.totalPagesWriteMs,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1743854197097000000,1743854207735000000,24576
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743854197097000000,1743854207735000000,41984000
FilePageCacheLockFree.totalHeapBytesAllocated,1743854197097000000,1743854207735000000,0
FilePageCache.disposedBuffers,1743854197097000000,1743854207735000000,220
FilePageCache.pageLoadsAboveSizeThreshold,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1743854197097000000,1743854207735000000,9
FilePageCacheLockFree.totalHeapBytesReclaimed,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1743854197097000000,1743854207735000000,0
StorageLockContext.competingThreads.avg,1743854197097000000,1743854207735000000,0.6
DirectByteBufferAllocator.disposed,1743854197097000000,1743854207735000000,175
FilePageCache.totalPageDisposalsUs,1743854197097000000,1743854207735000000,616
FilePageCacheLockFree.totalBytesRequested,1743854197097000000,1743854207735000000,598016
FilePageCacheLockFree.totalPagesReclaimed,1743854197097000000,1743854207735000000,3
FilePageCache.pageFastCacheHits,1743854197097000000,1743854207735000000,4624
FilePageCacheLockFree.totalNativeBytesReclaimed,1743854197097000000,1743854207735000000,24576
FilePageCacheLockFree.nativeBytesInUse,1743854197097000000,1743854207735000000,0
FilePageCache.totalPageLoadsUs,1743854197097000000,1743854207735000000,181355
DirectByteBufferAllocator.misses,1743854197097000000,1743854207735000000,220
FilePageCacheLockFree.housekeeperTurnsDone,1743854197097000000,1743854207735000000,23
FilePageCacheLockFree.totalPagesWritten,1743854197097000000,1743854207735000000,3
FilePageCacheLockFree.housekeeperTimeSpentMs,1743854197097000000,1743854207735000000,61
FilePageCache.pageHits,1743854197097000000,1743854207735000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1743854197097000000,1743854207735000000,6373
FilePageCacheLockFree.heapBytesInUse,1743854197097000000,1743854207735000000,0
DirectByteBufferAllocator.hits,1743854197097000000,1743854207735000000,3
FilePageCache.maxRegisteredFiles,1743854197097000000,1743854207735000000,536
FilePageCacheLockFree.totalPagesAllocated,1743854197097000000,1743854207735000000,3
FilePageCacheLockFree.totalClosedStoragesReclaimed,1743854197097000000,1743854207735000000,2
StorageLockContext.competingThreads.max,1743854197097000000,1743854207735000000,12
FilePageCacheLockFree.totalPagesReadMs,1743854197097000000,1743854207735000000,4
StorageLockContext.competingThreads.90P,1743854197097000000,1743854207735000000,0
FilePageCacheLockFree.totalBytesWritten,1743854197097000000,1743854207735000000,4711
workspaceModel.updates.precise.ms,1743854197097000000,1743854207735000000,12
workspaceModel.update.unloaded.entities.ms,1743854197097000000,1743854207735000000,0
workspaceModel.collect.changes.ms,1743854197097000000,1743854207735000000,0
workspaceModel.loading.from.cache.ms,1743854197097000000,1743854207735000000,541
workspaceModel.initializing.ms,1743854197097000000,1743854207735000000,1
workspaceModel.updates.ms,1743854197097000000,1743854207735000000,44
workspaceModel.init.bridges.ms,1743854197097000000,1743854207735000000,1
workspaceModel.check.recursive.update.ms,1743854197097000000,1743854207735000000,0
workspaceModel.pre.handlers.ms,1743854197097000000,1743854207735000000,0
workspaceModel.updates.count,1743854197097000000,1743854207735000000,2
workspaceModel.to.snapshot.ms,1743854197097000000,1743854207735000000,0
workspaceModel.loading.total.ms,1743854197097000000,1743854207735000000,587
workspaceModel.replace.project.model.ms,1743854197097000000,1743854207735000000,0
