# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743854057965000000,1743854094467000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1743854057965000000,1743854094467000000,0
jps.save.changed.project.entities.ms,1743854057965000000,1743854094467000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1743854057965000000,1743854094467000000,0
jps.project.serializers.load.ms,1743854057965000000,1743854094467000000,47
workspaceModel.load.cache.from.file.ms,1743854057965000000,1743854094467000000,459
workspaceModel.mutableEntityStorage.referrers.ms,1743854057965000000,1743854094467000000,0
jps.load.project.to.empty.storage.ms,1743854057965000000,1743854094467000000,47
workspaceModel.orphan.listener.update.ms,1743854057965000000,1743854094467000000,3
workspaceModel.moduleBridge.update.option.ms,1743854057965000000,1743854094467000000,0
jps.global.initialize.library.bridges.after.loading.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.entities.ms,1743854057965000000,1743854094467000000,1
jps.apply.loaded.storage.ms,1743854057965000000,1743854094467000000,16
workspaceModel.mutableEntityStorage.collect.changes.ms,1743854057965000000,1743854094467000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743854057965000000,1743854094467000000,63
jps.global.get.library.by.name.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743854057965000000,1743854094467000000,0
jps.app.storage.content.writer.save.component.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743854057965000000,1743854094467000000,51
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743854057965000000,1743854094467000000,3
workspaceModel.global.apply.state.to.project.builder.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743854057965000000,1743854094467000000,32
jps.global.handle.before.change.events.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1743854057965000000,1743854094467000000,4
jps.artifact.entities.serializer.save.entities.ms,1743854057965000000,1743854094467000000,0
jps.global.initialize.library.bridges.ms,1743854057965000000,1743854094467000000,0
jps.facet.change.listener.process.change.events.ms,1743854057965000000,1743854094467000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1743854057965000000,1743854094467000000,0
jps.reload.project.entities.ms,1743854057965000000,1743854094467000000,0
jps.module.iml.entities.serializer.save.entities.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743854057965000000,1743854094467000000,0
jps.global.get.library.ms,1743854057965000000,1743854094467000000,0
workspaceModel.global.updates.ms,1743854057965000000,1743854094467000000,0
jps.storage.jps.conf.reader.load.component.ms,1743854057965000000,1743854094467000000,5
jps.app.storage.content.reader.load.component.ms,1743854057965000000,1743854094467000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743854057965000000,1743854094467000000,695
workspaceModel.mutableEntityStorage.put.entity.ms,1743854057965000000,1743854094467000000,0
jps.global.handle.changed.events.ms,1743854057965000000,1743854094467000000,0
jps.global.get.libraries.ms,1743854057965000000,1743854094467000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743854057965000000,1743854094467000000,36
workspaceModel.global.updates.count,1743854057965000000,1743854094467000000,0
jps.facet.change.listener.init.bridge.ms,1743854057965000000,1743854094467000000,0
workspaceModel.moduleBridge.before.changed.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1743854057965000000,1743854094467000000,0
workspaceModel.sync.entities.ms,1743854057965000000,1743854094467000000,0
jps.save.global.entities.ms,1743854057965000000,1743854094467000000,1
jps.library.entities.serializer.save.entities.ms,1743854057965000000,1743854094467000000,0
jps.facet.change.listener.before.change.events.ms,1743854057965000000,1743854094467000000,0
workspaceModel.global.apply.state.to.project.ms,1743854057965000000,1743854094467000000,55
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743854057965000000,1743854094467000000,0
workspaceModel.load.cache.metadata.from.file.ms,1743854057965000000,1743854094467000000,55
jps.load.initial.state.ms,1743854057965000000,1743854094467000000,6
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743854057965000000,1743854094467000000,0
jps.artifact.entities.serializer.load.entities.ms,1743854057965000000,1743854094467000000,0
workspaceModel.save.cache.to.file.ms,1743854057965000000,1743854094467000000,102
workspaceModel.mutableEntityStorage.remove.entity.ms,1743854057965000000,1743854094467000000,0
jps.project.serializers.save.ms,1743854057965000000,1743854094467000000,1
jps.module.iml.entities.serializer.load.entities.ms,1743854057965000000,1743854094467000000,16
jps.library.entities.serializer.load.entities.ms,1743854057965000000,1743854094467000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743854057965000000,1743854094467000000,0
NonBlockingReadAction.failedExecutionTimeUs,1743854057965000000,1743854094467000000,1910334
NonBlockingReadAction.finalizedExecutionTimeUs,1743854057965000000,1743854094467000000,1484569
NonBlockingReadAction.finalizedExecutionsCount,1743854057965000000,1743854094467000000,73
NonBlockingReadAction.failedExecutionsCount,1743854057965000000,1743854094467000000,8
AWTEventQueue.dispatchTimeTotalNS,1743854057965000000,1743854094467000000,7825960765
FilePageCacheLockFree.totalPagesWritten,1743854057965000000,1743854094467000000,8
StorageLockContext.competingThreads.90P,1743854057965000000,1743854094467000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1743854057965000000,1743854094467000000,2
FilePageCacheLockFree.totalNativeBytesAllocated,1743854057965000000,1743854094467000000,32768
FilePageCacheLockFree.totalPageAllocationsWaited,1743854057965000000,1743854094467000000,0
FilePageCache.maxCacheSizeInBytes,1743854057965000000,1743854094467000000,229654528
FilePageCacheLockFree.totalPagesAllocated,1743854057965000000,1743854094467000000,4
FilePageCacheLockFree.totalPagesRequested,1743854057965000000,1743854094467000000,72
FilePageCache.maxRegisteredFiles,1743854057965000000,1743854094467000000,536
StorageLockContext.competingThreads.max,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1743854057965000000,1743854094467000000,7
FilePageCache.totalPageDisposalsUs,1743854057965000000,1743854094467000000,867
DirectByteBufferAllocator.disposed,1743854057965000000,1743854094467000000,179
FilePageCache.pageFastCacheHits,1743854057965000000,1743854094467000000,5960
FilePageCache.pageLoads,1743854057965000000,1743854094467000000,224
FilePageCacheLockFree.totalPagesReclaimed,1743854057965000000,1743854094467000000,4
FilePageCacheLockFree.totalBytesWritten,1743854057965000000,1743854094467000000,18125
FilePageCache.uncachedFileAccess,1743854057965000000,1743854094467000000,132
FilePageCacheLockFree.housekeeperTurnsDone,1743854057965000000,1743854094467000000,74
DirectByteBufferAllocator.misses,1743854057965000000,1743854094467000000,225
FileChannelInterruptsRetryer.totalRetriedAttempts,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalBytesRead,1743854057965000000,1743854094467000000,15156
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743854057965000000,1743854094467000000,41992192
FilePageCacheLockFree.housekeeperTurnsSkipped,1743854057965000000,1743854094467000000,26293
DirectByteBufferAllocator.reclaimed,1743854057965000000,1743854094467000000,49
FilePageCacheLockFree.housekeeperTimeSpentMs,1743854057965000000,1743854094467000000,216
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743854057965000000,1743854094467000000,41992192
FilePageCache.totalPageLoadsUs,1743854057965000000,1743854094467000000,1029094
StorageLockContext.competingThreads.avg,1743854057965000000,1743854094467000000,0.0
FilePageCacheLockFree.totalBytesRequested,1743854057965000000,1743854094467000000,589824
FilePageCacheLockFree.nativeBytesInUse,1743854057965000000,1743854094467000000,0
DirectByteBufferAllocator.hits,1743854057965000000,1743854094467000000,3
FilePageCache.disposedBuffers,1743854057965000000,1743854094467000000,224
FilePageCacheLockFree.totalPagesHandedOver,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1743854057965000000,1743854094467000000,32768
FilePageCacheLockFree.totalHeapBytesReclaimed,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalPagesWriteMs,1743854057965000000,1743854094467000000,1
FilePageCacheLockFree.totalHeapBytesAllocated,1743854057965000000,1743854094467000000,0
FilePageCache.capacityInBytes,1743854057965000000,1743854094467000000,503316478
FilePageCache.pageHits,1743854057965000000,1743854094467000000,0
FilePageCacheLockFree.totalPagesReadMs,1743854057965000000,1743854094467000000,3
FilePageCacheLockFree.heapBytesInUse,1743854057965000000,1743854094467000000,0
Indexes.stubs.lookups,1743854057965000000,1743854094467000000,0.0
Indexes.entries.lookupDurationAvgMs,1743854057965000000,1743854094467000000,0.0
Indexes.entries.lookups,1743854057965000000,1743854094467000000,0.0
