# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743854705961000000,1743854766009000000,0
jps.global.initialize.library.bridges.after.loading.ms,1743854705961000000,1743854766009000000,0
jps.app.storage.content.reader.load.component.ms,1743854705961000000,1743854766009000000,0
jps.global.handle.before.change.events.ms,1743854705961000000,1743854766009000000,0
workspaceModel.moduleBridge.before.changed.ms,1743854705961000000,1743854766009000000,0
jps.project.serializers.load.ms,1743854705961000000,1743854766009000000,55
workspaceModel.load.cache.from.file.ms,1743854705961000000,1743854766009000000,522
workspaceModel.moduleManagerBridge.load.module.ms,1743854705961000000,1743854766009000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1743854705961000000,1743854766009000000,16
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743854705961000000,1743854766009000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1743854705961000000,1743854766009000000,4
jps.project.serializers.save.ms,1743854705961000000,1743854766009000000,1
workspaceModel.global.apply.state.to.project.ms,1743854705961000000,1743854766009000000,39
workspaceModel.mutableEntityStorage.referrers.ms,1743854705961000000,1743854766009000000,0
jps.app.storage.content.writer.save.component.ms,1743854705961000000,1743854766009000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743854705961000000,1743854766009000000,0
jps.global.handle.changed.events.ms,1743854705961000000,1743854766009000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743854705961000000,1743854766009000000,45
workspaceModel.mutableEntityStorage.collect.changes.ms,1743854705961000000,1743854766009000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1743854705961000000,1743854766009000000,0
jps.module.iml.entities.serializer.save.entities.ms,1743854705961000000,1743854766009000000,0
jps.facet.change.listener.process.change.events.ms,1743854705961000000,1743854766009000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1743854705961000000,1743854766009000000,9
workspaceModel.moduleManagerBridge.newModule.ms,1743854705961000000,1743854766009000000,0
jps.library.entities.serializer.save.entities.ms,1743854705961000000,1743854766009000000,0
jps.library.entities.serializer.load.entities.ms,1743854705961000000,1743854766009000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743854705961000000,1743854766009000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743854705961000000,1743854766009000000,0
workspaceModel.global.updates.count,1743854705961000000,1743854766009000000,0
jps.save.global.entities.ms,1743854705961000000,1743854766009000000,1
jps.reload.project.entities.ms,1743854705961000000,1743854766009000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1743854705961000000,1743854766009000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743854705961000000,1743854766009000000,15
workspaceModel.moduleBridge.update.option.ms,1743854705961000000,1743854766009000000,0
