# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.updates.count,1743853917841000000,1743853955144000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1743853917841000000,1743853955144000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743853917841000000,1743853955144000000,4
workspaceModel.global.updates.ms,1743853917841000000,1743853955144000000,0
jps.global.initialize.library.bridges.after.loading.ms,1743853917841000000,1743853955144000000,0
jps.save.global.entities.ms,1743853917841000000,1743853955144000000,1
workspaceModel.load.cache.metadata.from.file.ms,1743853917841000000,1743853955144000000,44
jps.global.handle.before.change.events.ms,1743853917841000000,1743853955144000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1743853917841000000,1743853955144000000,0
workspaceModel.save.cache.to.file.ms,1743853917841000000,1743853955144000000,93
jps.global.initialize.library.bridges.ms,1743853917841000000,1743853955144000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743853917841000000,1743853955144000000,7
workspaceModel.mutableEntityStorage.put.entity.ms,1743853917841000000,1743853955144000000,13
jps.save.changed.project.entities.ms,1743853917841000000,1743853955144000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743853917841000000,1743853955144000000,0
workspaceModel.global.apply.state.to.project.ms,1743853917841000000,1743853955144000000,44
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743853917841000000,1743853955144000000,855
jps.facet.change.listener.init.bridge.ms,1743853917841000000,1743853955144000000,0
jps.artifact.entities.serializer.load.entities.ms,1743853917841000000,1743853955144000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743853917841000000,1743853955144000000,2
workspaceModel.moduleBridge.update.option.ms,1743853917841000000,1743853955144000000,0
jps.global.get.library.by.name.ms,1743853917841000000,1743853955144000000,0
jps.project.serializers.load.ms,1743853917841000000,1743853955144000000,77
jps.load.initial.state.ms,1743853917841000000,1743853955144000000,5
workspaceModel.mutableEntityStorage.add.diff.ms,1743853917841000000,1743853955144000000,18
workspaceModel.mutableEntityStorage.referrers.ms,1743853917841000000,1743853955144000000,0
